Unnamed: 0,Selection_Freq,Avg_Std_Coef,Sign_Consistency,CI_Lower,CI_Upper,p_approx,Odds_Ratio,Percent_Change_Odds,Reliable,Reliability_Score,Feature_Group,coarse_feature_group
t_stopword,1.0,-0.374823604622499,1.0,-0.0251888429569156,-0.0068389808565751,0.0,0.6874105241360018,-31.25894758639982,True,0.8124470813867497,surface,surface
n_propn,1.0,0.2838506459877038,1.0,0.2415500819211361,0.3240787946930046,0.0,1.3282345387802077,32.82345387802077,True,0.785155193796311,pos_features,morpho-syntactic
n_PUNCT_PunctType_Comm,1.0,0.2417244212330746,1.0,0.2047352640600115,0.2812214296598699,0.0,1.2734432105470737,27.344321054707365,True,0.7725173263699223,morphology,morpho-syntactic
n_PUNCT_PunctType_Dash,1.0,0.2261649045384076,1.0,0.0542927005138943,0.4221882161569472,0.0,1.2537824026401247,25.378240264012476,True,0.7678494713615223,morphology,morpho-syntactic
n_PROPN_Number_Plur,1.0,0.1742056754342328,1.0,0.1629076384365277,0.1842040138349475,0.0,1.1903003561884435,19.030035618844355,True,0.7522617026302698,morphology,morpho-syntactic
n_dependency_advcl,1.0,0.1712604577673822,1.0,0.1571096301177396,0.1868676743277074,0.0,1.186799820001443,18.679982000144292,True,0.7513781373302146,dependency,syntax
n_PUNCT_PunctType_Brck,1.0,-0.1595297517487869,1.0,-0.1774397336997066,-0.1425705993938544,0.0,0.8525446023262595,-14.74553976737405,True,0.7478589255246361,morphology,morpho-syntactic
avg_aoa,1.0,0.1547364610502541,1.0,0.1287101456762724,0.1756230528326826,0.0,1.1673502782973757,16.735027829737568,True,0.7464209383150762,readability,psycholinguistic
n_part,1.0,-0.1503842494003016,1.0,-0.1772680419378418,-0.1100645780247916,0.0,0.8603773134338781,-13.962268656612187,True,0.7451152748200904,pos_features,morpho-syntactic
corr_verb_var,1.0,0.1385426338677284,1.0,0.1142869094472925,0.15914399977189,0.0,1.1485986497292258,14.859864972922576,True,0.7415627901603185,lexical_variation,lexical-semantic
simpsons_d,1.0,0.1321912907544597,1.0,0.0763267207963974,0.1148356526050224,0.0,1.1413266236176842,14.132662361768421,True,0.7396573872263379,lexical_sophistication,lexical-semantic
n_high_Head_sensorimotor,1.0,0.131467800786393,1.0,0.1194054533122638,0.1433179809646477,0.0,1.140501183889896,14.050118388989596,True,0.7394403402359179,psycholinguistic,psycholinguistic
n_dependency_case,1.0,0.1256172786200134,1.0,0.1106167451633549,0.1394931764038284,0.0,1.1338481373080502,13.384813730805023,True,0.737685183586004,dependency,syntax
n_date,1.0,-0.1223766477314125,1.0,0.0554284868479128,0.2421069331464286,0.0,0.884815042154914,-11.518495784508598,True,0.7367129943194237,lexical,lexical-semantic
n_VERB_VerbForm_Fin,1.0,-0.1197211731881049,1.0,-0.1409533159312298,-0.1018142283895345,0.0,0.8871677683946811,-11.283223160531886,True,0.7359163519564315,morphology,morpho-syntactic
n_dependency_compound,1.0,-0.1161269095986491,1.0,-0.135713056865129,-0.0970554019361861,0.0,0.8903622206149912,-10.963777938500884,True,0.7348380728795947,dependency,syntax
n_org,1.0,-0.1133614537782832,1.0,-0.1263581462515876,-0.0992766403955573,0.0,0.8928278857728575,-10.717211422714247,True,0.7340084361334849,lexical,lexical-semantic
entropy,1.0,0.1108503446467176,1.0,0.0817210303439852,0.1448363282908299,0.0,1.117227695237286,11.722769523728594,True,0.7332551033940152,lexical_sophistication,lexical-semantic
mattr,1.0,0.0959208874259155,1.0,0.0093150130595403,0.0466842394937079,0.0,1.1006719835556038,10.06719835556038,True,0.7287762662277746,lexical_sophistication,lexical-semantic
n_NOUN_Number_Plur,1.0,0.0955358847815282,1.0,0.0770329340379494,0.1126347047976264,0.0,1.100248303495537,10.024830349553703,True,0.7286607654344585,morphology,morpho-syntactic
n_dependency_conj,1.0,-0.094476856692544,1.0,-0.1413690238998947,-0.043793973450308,0.0,0.9098487912926839,-9.015120870731607,True,0.7283430570077631,dependency,syntax
n_high_intensity_anger,1.0,0.0889150878078755,1.0,0.0762973889627149,0.0997488938582866,0.0,1.0929878443921208,9.298784439212081,True,0.7266745263423626,sentiment,sentiment
n_aux,1.0,-0.0801785873516141,1.0,-0.1140835735773165,-0.0405054810388575,0.0,0.9229515042029055,-7.70484957970945,True,0.7240535762054842,pos_features,morpho-syntactic
n_DET_Definite_Def,1.0,0.07812947347306,1.0,0.0554324588731836,0.0985584056032238,0.0,1.0812626444375313,8.12626444375313,True,0.723438842041918,morphology,morpho-syntactic
n_high_intensity_trust,1.0,0.0779113701924884,1.0,0.06894352375341,0.0861154709942615,0.0,1.0810268432230639,8.102684322306386,True,0.7233734110577464,sentiment,sentiment
n_dependency_neg,1.0,0.0762585400483778,1.0,0.0605550533202647,0.090165277748028,0.0,1.0792415652570364,7.924156525703641,True,0.7228775620145133,dependency,syntax
avg_concreteness,1.0,-0.0754935908195101,1.0,-0.0875692620959352,-0.0611078884838591,0.0,0.9272856736562017,-7.271432634379826,True,0.722648077245853,psycholinguistic,psycholinguistic
corr_num_var,1.0,-0.0715764504714433,1.0,-0.0859984717969266,-0.0573009899325447,0.0,0.9309251052111435,-6.907489478885653,True,0.721472935141433,lexical_variation,lexical-semantic
n_high_concreteness,1.0,-0.0699977088683485,1.0,-0.092006501024336,-0.0532836749920597,0.0,0.9323959561453878,-6.760404385461216,True,0.7209993126605045,psycholinguistic,psycholinguistic
n_dependency_nsubjpass,1.0,-0.0677913282366678,1.0,-0.0878122079790348,-0.0508856279400533,0.0,0.934455447699736,-6.554455230026401,True,0.7203373984710003,dependency,syntax
n_dependency_aux,1.0,0.067783301553341,1.0,0.0288422827925147,0.0989901504987519,0.0,1.0701333871084773,7.013338710847727,True,0.7203349904660022,dependency,syntax
tree_branching,1.0,-0.0621303605889953,1.0,-0.0888829004008903,-0.0353411455799446,0.0,0.9397603710901632,-6.023962890983681,True,0.7186391081766985,dependency_structure,syntax
avg_word_length,1.0,0.0601457247925344,1.0,0.0333648980185244,0.0922610570763298,0.0,1.0619912937307874,6.199129373078738,True,0.7180437174377603,surface,surface
n_PUNCT_PunctType_Quot,1.0,0.0595271134839417,1.0,0.0350540215120459,0.0854312334294517,0.0,1.0613345370663523,6.133453706635228,True,0.7178581340451825,morphology,morpho-syntactic
n_high_Auditory_sensorimotor,1.0,-0.0595255362418092,1.0,-0.07164217062772,-0.0455321965365925,0.0,0.9422114727440162,-5.778852725598382,True,0.7178576608725428,psycholinguistic,psycholinguistic
n_high_Gustatory_sensorimotor,1.0,0.0593400437431943,1.0,0.0441491185174821,0.074347470762989,0.0,1.0611360120592468,6.113601205924679,True,0.7178020131229582,psycholinguistic,psycholinguistic
n_dependency_acl,1.0,0.0590970904385692,1.0,0.0439288741001747,0.0706875304714937,0.0,1.0608782368733949,6.087823687339489,True,0.7177291271315707,dependency,syntax
n_CCONJ_ConjType_Cmp,1.0,0.0580478258526769,1.0,0.0295120348343299,0.0926155643986341,0.0,1.0597656786955207,5.976567869552074,True,0.717414347755803,morphology,morpho-syntactic
n_high_Foot_leg_sensorimotor,1.0,0.0577283166989644,1.0,0.0446811125688356,0.0698059681736853,0.0,1.0594271279482987,5.942712794829874,True,0.7173184950096892,psycholinguistic,psycholinguistic
n_person,1.0,-0.055857932554783,1.0,-0.0838661195482624,-0.0300679583684979,0.0,0.9456734757622202,-5.432652423777984,True,0.7167573797664348,lexical,lexical-semantic
avg_prevalence,1.0,0.0557101087499089,1.0,0.0263475603726085,0.0897675271482837,0.0,1.0572911398563205,5.7291139856320505,True,0.7167130326249727,psycholinguistic,psycholinguistic
n_VERB_Number_Sing,1.0,0.0548821575442956,1.0,0.0423011948510121,0.0665061432377932,0.0,1.056416116670629,5.641611667062896,True,0.7164646472632886,morphology,morpho-syntactic
corr_det_var,1.0,-0.0544109559222853,1.0,-0.067066156827454,-0.043573436670148,0.0,0.9470428336591367,-5.295716634086334,True,0.7163232867766856,lexical_variation,lexical-semantic
